trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type
T01031,R0068,Zone_1,12.01,105.43,140.67,Credit Card,2023-12-15,1,Meera Singh,30,Female,Ahmedabad,2022-08-31,456,70,4.97,4921,2.43,30.9,Residential
T01032,R0221,Zone_7,9.45,94.3,88.52,Cash,2023-12-04,0,Diya Patel,21,Female,Delhi,2021-01-13,106,1,4.41,11070,0.64,45.2,Industrial
T01033,R0236,Zone_2,5.98,46.66,49.41,Credit Card,2023-07-04,0,Arjun Gupta,28,Male,Ahmedabad,2020-08-10,61,1,3.36,6371,0.91,58.4,Residential
T01034,R0123,Zone_10,11.24,61.04,117.46,Wallet,2023-04-19,0,Meera Ghosh,32,Male,Bengaluru,2023-06-24,156,26,3.31,2440,1.54,35.4,Industrial
T01035,R0205,Zone_5,0.28,1.92,4.33,Credit Card,2024-05-08,0,Diya Singh,31,Other,Surat,2019-05-12,100,14,4.66,2590,1.31,43.9,Business
T01036,R0037,Zone_3,10.87,87.78,215.53,Credit Card,2024-07-28,0,Aadhya Iyer,32,Other,Ahmedabad,2020-11-21,489,6,3.36,12971,2.11,38.0,Business
T01037,R0106,Zone_6,11.93,98.95,168.44,Cash,2023-06-18,1,Aarav Patel,32,Other,Bengaluru,2021-11-25,6,1,4.03,14627,0.54,37.6,Mixed
T01038,R0017,Zone_8,9.37,71.95,204.58,Credit Card,2024-06-20,0,Meera Das,49,Female,Mumbai,2023-03-18,288,21,3.83,4516,1.93,31.0,Business
T01039,R0177,Zone_3,14.55,118.05,125.89,Cash,2024-08-14,0,Ishaan Reddy,34,Other,Bengaluru,2023-02-15,489,63,4.48,12971,2.11,38.0,Business
T01040,R0028,Zone_6,7.66,55.38,77.21,Cash,2023-03-04,1,Reyansh Sharma,20,Female,Surat,2023-11-11,249,21,3.79,14627,0.54,37.6,Mixed
T01041,R0269,Zone_1,7.25,68.25,172.44,UPI,2024-02-02,1,Aadhya Sharma,41,Male,Mumbai,2019-05-19,423,16,3.41,4921,2.43,30.9,Residential
T01042,R0090,Zone_7,9.78,49.56,160.2,Wallet,2024-08-19,0,Kavya Iyer,33,Female,Mumbai,2021-01-31,152,25,4.51,11070,0.64,45.2,Industrial
T01043,R0026,Zone_10,12.34,119.46,164.63,Credit Card,2024-07-02,0,Aarav Kumar,26,Female,Surat,2020-04-17,44,5,3.17,2440,1.54,35.4,Industrial
T01044,R0077,Zone_9,10.85,89.48,102.05,Wallet,2023-08-16,1,Reyansh Das,28,Male,Mumbai,2019-09-07,406,72,3.79,11037,1.83,56.1,Mixed
T01045,R0124,Zone_10,6.87,43.58,89.69,Credit Card,2023-01-12,1,Aadhya Das,37,Other,Hyderabad,2022-06-09,419,25,3.59,2440,1.54,35.4,Industrial
T01046,R0121,Zone_9,3.02,18.46,29.53,Wallet,2023-12-02,0,Diya Iyer,29,Male,Pune,2023-07-13,378,10,4.17,11037,1.83,56.1,Mixed
T01047,R0117,Zone_6,11.32,97.67,102.93,Wallet,2023-09-22,1,Aadhya Gupta,21,Female,Ahmedabad,2021-06-12,369,37,3.16,14627,0.54,37.6,Mixed
T01048,R0231,Zone_7,4.05,39.82,44.61,Credit Card,2023-02-07,1,Ishaan Nair,19,Other,Mumbai,2019-08-26,328,22,4.81,11070,0.64,45.2,Industrial
T01049,R0270,Zone_9,3.91,35.35,85.13,Credit Card,2023-11-25,0,Aadhya Reddy,35,Male,Hyderabad,2022-01-02,455,64,3.08,11037,1.83,56.1,Mixed
T01050,R0032,Zone_4,4.73,30.01,69.7,UPI,2023-07-22,1,Kavya Reddy,18,Female,Mumbai,2023-09-20,213,24,4.0,4038,2.46,48.2,Business
T01051,R0135,Zone_8,8.29,58.13,153.56,UPI,2023-01-18,1,Reyansh Patel,38,Female,Ahmedabad,2022-02-24,153,8,3.47,4516,1.93,31.0,Business
T01052,R0246,Zone_10,4.02,33.06,87.4,UPI,2023-12-24,0,Vivaan Das,29,Other,Mumbai,2021-03-31,240,34,4.79,2440,1.54,35.4,Industrial
T01053,R0105,Zone_5,2.32,17.07,20.14,Wallet,2024-07-07,1,Diya Das,31,Female,Jaipur,2020-09-28,346,9,3.69,2590,1.31,43.9,Business
T01054,R0231,Zone_7,4.71,42.7,98.65,Wallet,2023-07-04,1,Ishaan Nair,19,Other,Mumbai,2019-08-26,328,22,4.81,11070,0.64,45.2,Industrial
T01055,R0119,Zone_6,7.08,35.42,88.14,Cash,2023-08-10,1,Saanvi Iyer,47,Male,Hyderabad,2023-05-05,30,1,4.39,14627,0.54,37.6,Mixed
T01056,R0266,Zone_7,10.27,74.55,168.21,Wallet,2024-02-26,1,Diya Reddy,29,Other,Chennai,2020-09-25,98,13,3.9,11070,0.64,45.2,Industrial
T01057,R0282,Zone_3,8.34,61.91,144.33,UPI,2024-02-09,0,Reyansh Kumar,22,Other,Bengaluru,2022-05-02,319,3,4.47,12971,2.11,38.0,Business
T01058,R0192,Zone_2,2.6,15.42,31.62,UPI,2023-06-09,0,Aadhya Nair,31,Male,Delhi,2021-08-23,449,31,3.89,6371,0.91,58.4,Residential
T01059,R0164,Zone_8,9.14,84.79,160.24,Cash,2024-06-12,1,Aadhya Ghosh,37,Other,Ahmedabad,2022-07-06,249,23,4.02,4516,1.93,31.0,Business
T01060,R0285,Zone_5,9.61,90.21,92.12,Cash,2023-12-07,0,Diya Iyer,29,Female,Chennai,2019-01-10,244,16,4.97,2590,1.31,43.9,Business
T01061,R0172,Zone_9,5.73,48.94,113.7,Credit Card,2023-07-10,1,Reyansh Reddy,31,Other,Pune,2019-12-24,168,14,3.72,11037,1.83,56.1,Mixed
T01062,R0127,Zone_4,4.02,20.5,99.65,Wallet,2023-02-03,0,Vivaan Kumar,38,Male,Chennai,2020-03-17,43,2,4.83,4038,2.46,48.2,Business
T01063,R0226,Zone_5,4.02,31.06,46.8,Cash,2024-08-09,1,Aarav Iyer,20,Other,Surat,2021-07-30,266,2,3.25,2590,1.31,43.9,Business
T01064,R0183,Zone_2,5.34,26.75,85.55,UPI,2023-01-17,1,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,6371,0.91,58.4,Residential
T01065,R0092,Zone_4,19.07,184.53,374.64,Wallet,2024-01-18,1,Aarav Nair,21,Male,Surat,2019-07-18,252,23,4.51,4038,2.46,48.2,Business
T01066,R0250,Zone_1,3.55,18.67,62.38,Credit Card,2024-03-02,0,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,4921,2.43,30.9,Residential
T01067,R0029,Zone_9,9.33,82.67,138.15,Wallet,2023-09-09,0,Kavya Iyer,30,Male,Surat,2022-07-24,4,0,3.69,11037,1.83,56.1,Mixed
T01068,R0116,Zone_10,4.43,30.69,67.17,Cash,2023-05-27,0,Ishaan Kumar,34,Female,Bengaluru,2020-02-08,238,30,4.58,2440,1.54,35.4,Industrial
T01069,R0218,Zone_6,5.47,32.45,112.98,Credit Card,2023-10-15,0,Arjun Reddy,34,Other,Delhi,2019-01-11,160,16,3.87,14627,0.54,37.6,Mixed
T01070,R0029,Zone_9,4.47,32.59,36.56,UPI,2024-01-01,0,Kavya Iyer,30,Male,Surat,2022-07-24,4,0,3.69,11037,1.83,56.1,Mixed
T01071,R0286,Zone_5,12.01,119.25,131.8,Cash,2024-06-04,0,Ishaan Nair,26,Male,Pune,2023-02-15,29,0,4.48,2590,1.31,43.9,Business
T01072,R0112,Zone_6,9.9,68.06,139.84,Cash,2024-05-10,1,Meera Nair,41,Female,Delhi,2020-11-13,311,11,3.24,14627,0.54,37.6,Mixed
T01073,R0121,Zone_10,7.35,72.94,89.7,Wallet,2023-12-01,0,Diya Iyer,29,Male,Pune,2023-07-13,378,10,4.17,2440,1.54,35.4,Industrial
T01074,R0109,Zone_10,10.51,68.93,203.11,Credit Card,2023-08-11,0,Vivaan Kumar,35,Female,Delhi,2022-11-19,62,5,3.35,2440,1.54,35.4,Industrial
T01075,R0240,Zone_7,11.72,88.22,143.06,UPI,2024-05-16,0,Aarav Iyer,30,Male,Delhi,2020-05-18,174,2,4.07,11070,0.64,45.2,Industrial
T01076,R0257,Zone_1,3.75,22.05,70.87,Credit Card,2023-11-10,0,Arjun Reddy,36,Other,Delhi,2023-03-11,459,19,4.82,4921,2.43,30.9,Residential
T01077,R0241,Zone_4,10.74,66.68,206.08,Wallet,2024-06-27,1,Kavya Gupta,34,Female,Chennai,2020-01-13,165,3,3.28,4038,2.46,48.2,Business
T01078,R0091,Zone_6,4.41,23.03,86.33,UPI,2023-06-01,1,Meera Das,41,Other,Surat,2022-04-16,334,43,3.4,14627,0.54,37.6,Mixed
T01079,R0030,Zone_5,12.19,101.66,231.15,Cash,2023-05-18,0,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,2590,1.31,43.9,Business
T01080,R0194,Zone_2,11.7,95.21,108.88,Credit Card,2023-11-19,0,Arjun Iyer,30,Other,Jaipur,2023-02-10,10,2,4.06,6371,0.91,58.4,Residential
T01081,R0212,Zone_3,10.02,79.07,216.29,Cash,2024-06-18,1,Aadhya Iyer,36,Female,Ahmedabad,2023-09-11,73,12,3.22,12971,2.11,38.0,Business
T01082,R0134,Zone_1,6.95,57.46,149.19,Credit Card,2024-03-05,0,Aadhya Singh,34,Male,Jaipur,2022-07-30,410,29,4.59,4921,2.43,30.9,Residential
T01083,R0136,Zone_7,5.37,49.34,69.98,Cash,2024-01-11,0,Diya Ghosh,34,Male,Hyderabad,2019-01-19,339,11,3.82,11070,0.64,45.2,Industrial
T01084,R0177,Zone_10,6.68,45.42,145.41,Cash,2023-06-15,1,Ishaan Reddy,34,Other,Bengaluru,2023-02-15,489,63,4.48,2440,1.54,35.4,Industrial
T01085,R0013,Zone_2,11.85,72.66,216.01,Cash,2023-12-03,1,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,6371,0.91,58.4,Residential
T01086,R0151,Zone_1,4.59,27.07,48.72,UPI,2023-07-22,0,Meera Reddy,34,Male,Hyderabad,2023-02-25,394,56,5.0,4921,2.43,30.9,Residential
T01087,R0081,Zone_10,8.25,59.48,185.89,Cash,2023-08-25,1,Diya Reddy,42,Other,Mumbai,2022-01-31,114,2,3.9,2440,1.54,35.4,Industrial
T01088,R0193,Zone_7,0.74,5.51,7.1,UPI,2024-03-18,0,Kavya Singh,33,Female,Chennai,2022-01-03,389,68,4.41,11070,0.64,45.2,Industrial
T01089,R0118,Zone_7,9.3,51.55,81.43,Wallet,2024-05-07,1,Reyansh Gupta,29,Male,Surat,2023-09-26,165,24,4.13,11070,0.64,45.2,Industrial
T01090,R0130,Zone_1,2.8200000000000003,21.83,38.66,Cash,2023-03-20,1,Diya Ghosh,27,Female,Pune,2019-02-16,316,62,3.62,4921,2.43,30.9,Residential
T01091,R0189,Zone_10,1.4100000000000001,8.43,12.9,Cash,2024-01-12,1,Reyansh Gupta,29,Female,Delhi,2019-09-16,238,42,3.28,2440,1.54,35.4,Industrial
T01092,R0037,Zone_7,10.59,54.2,131.17,Credit Card,2024-04-13,1,Aadhya Iyer,32,Other,Ahmedabad,2020-11-21,489,6,3.36,11070,0.64,45.2,Industrial
T01093,R0234,Zone_6,9.05,83.05,142.74,Wallet,2024-03-24,1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,14627,0.54,37.6,Mixed
T01094,R0126,Zone_4,5.78,52.57,86.21,Wallet,2023-04-22,0,Diya Reddy,29,Female,Surat,2022-09-25,411,20,3.65,4038,2.46,48.2,Business
T01095,R0188,Zone_3,6.49,49.78,71.11,Wallet,2023-11-03,0,Vivaan Gupta,24,Male,Delhi,2020-07-16,436,64,3.15,12971,2.11,38.0,Business
T01096,R0070,Zone_8,19.36,144.13,443.64,UPI,2024-04-13,0,Meera Reddy,33,Male,Bengaluru,2023-01-03,310,6,3.54,4516,1.93,31.0,Business
T01097,R0021,Zone_7,7.03,55.96,171.02,UPI,2024-07-02,1,Diya Ghosh,37,Female,Pune,2019-05-08,380,17,3.91,11070,0.64,45.2,Industrial
T01098,R0259,Zone_6,6.99,40.01,58.66,Credit Card,2023-11-06,0,Aadhya Das,32,Male,Jaipur,2019-06-25,150,27,3.52,14627,0.54,37.6,Mixed
T01099,R0198,Zone_8,11.26,76.08,145.06,Cash,2024-01-26,1,Vivaan Kumar,31,Other,Mumbai,2021-12-10,202,23,3.85,4516,1.93,31.0,Business
T01100,R0151,Zone_1,8.44,82.0,90.85,Credit Card,2023-06-13,0,Meera Reddy,34,Male,Hyderabad,2023-02-25,394,56,5.0,4921,2.43,30.9,Residential
T01101,R0228,Zone_2,12.94,127.54,316.93,Credit Card,2024-06-15,1,Kavya Ghosh,21,Female,Pune,2020-05-18,10,0,4.84,6371,0.91,58.4,Residential
T01102,R0291,Zone_5,9.39,64.4,183.71,Wallet,2024-02-02,1,Arjun Ghosh,23,Other,Pune,2021-04-19,499,94,3.46,2590,1.31,43.9,Business
T01103,R0005,Zone_9,11.81,68.62,211.36,Credit Card,2023-06-01,1,Diya Reddy,27,Male,Ahmedabad,2021-05-31,294,30,3.53,11037,1.83,56.1,Mixed
T01104,R0013,Zone_9,10.22,98.6,233.8,UPI,2023-08-18,0,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,11037,1.83,56.1,Mixed
T01105,R0170,Zone_8,11.23,105.21,165.37,Credit Card,2023-01-14,0,Saanvi Kumar,29,Other,Bengaluru,2020-05-20,28,3,3.68,4516,1.93,31.0,Business
T01106,R0196,Zone_10,7.79,49.26,194.33,Credit Card,2023-12-04,1,Vivaan Das,18,Male,Hyderabad,2019-06-24,51,9,4.93,2440,1.54,35.4,Industrial
T01107,R0095,Zone_10,9.11,70.09,151.09,Wallet,2023-03-25,1,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,2440,1.54,35.4,Industrial
T01108,R0182,Zone_10,6.64,57.07,62.99,UPI,2023-11-06,0,Meera Patel,43,Male,Jaipur,2020-09-30,8,0,4.4,2440,1.54,35.4,Industrial
T01109,R0064,Zone_9,11.02,95.62,248.7,Credit Card,2023-09-26,0,Ishaan Nair,21,Female,Bengaluru,2023-09-30,214,2,4.21,11037,1.83,56.1,Mixed
T01110,R0192,Zone_8,1.27,10.48,17.78,UPI,2023-01-03,0,Aadhya Nair,31,Male,Delhi,2021-08-23,449,31,3.89,4516,1.93,31.0,Business
T01111,R0006,Zone_2,11.63,116.2,183.38,UPI,2024-03-03,1,Aarav Das,45,Female,Jaipur,2023-06-30,248,13,4.64,6371,0.91,58.4,Residential
T01112,R0218,Zone_5,12.99,76.01,108.6,Wallet,2024-01-26,0,Arjun Reddy,34,Other,Delhi,2019-01-11,160,16,3.87,2590,1.31,43.9,Business
T01113,R0294,Zone_7,11.71,68.92,242.46,Credit Card,2024-07-21,0,Arjun Reddy,24,Male,Surat,2021-04-02,41,7,3.2,11070,0.64,45.2,Industrial
T01114,R0002,Zone_7,7.48,65.33,152.09,Wallet,2024-08-03,1,Ishaan Nair,39,Female,Mumbai,2019-11-23,70,5,4.12,11070,0.64,45.2,Industrial
T01115,R0060,Zone_3,10.53,99.34,215.24,UPI,2023-05-04,1,Aarav Nair,40,Female,Hyderabad,2023-08-01,123,7,4.57,12971,2.11,38.0,Business
T01116,R0242,Zone_6,4.12,32.03,55.21,Credit Card,2024-05-28,1,Kavya Iyer,34,Male,Ahmedabad,2022-06-05,445,8,4.54,14627,0.54,37.6,Mixed
T01117,R0086,Zone_5,12.19,98.93,263.64,Cash,2024-03-14,0,Vivaan Patel,23,Male,Hyderabad,2019-11-08,337,17,4.56,2590,1.31,43.9,Business
T01118,R0108,Zone_1,2.5,16.36,30.74,Credit Card,2023-09-02,0,Reyansh Gupta,18,Male,Pune,2019-05-31,184,32,4.88,4921,2.43,30.9,Residential
T01119,R0280,Zone_2,10.97,56.48,178.73,Wallet,2023-02-14,1,Saanvi Gupta,26,Other,Chennai,2023-05-31,172,23,4.43,6371,0.91,58.4,Residential
T01120,R0172,Zone_9,10.66,56.81,244.47,UPI,2023-05-13,0,Reyansh Reddy,31,Other,Pune,2019-12-24,168,14,3.72,11037,1.83,56.1,Mixed
T01121,R0292,Zone_5,10.03,88.93,156.58,Credit Card,2024-03-23,0,Diya Patel,37,Female,Jaipur,2020-06-28,141,19,4.39,2590,1.31,43.9,Business
T01122,R0055,Zone_4,5.76,52.2,101.78,Credit Card,2023-11-05,1,Kavya Singh,32,Male,Delhi,2021-11-07,425,12,4.19,4038,2.46,48.2,Business
T01123,R0296,Zone_8,11.8,103.58,106.02,Cash,2024-01-05,1,Reyansh Patel,37,Other,Hyderabad,2021-02-20,390,58,3.97,4516,1.93,31.0,Business
T01124,R0104,Zone_5,1.19,9.21,29.08,Cash,2023-08-24,0,Diya Gupta,52,Male,Kolkata,2021-05-27,328,1,3.7,2590,1.31,43.9,Business
T01125,R0072,Zone_8,11.89,107.51,104.44,UPI,2023-05-23,0,Saanvi Das,25,Other,Jaipur,2023-11-05,62,10,4.07,4516,1.93,31.0,Business
T01126,R0079,Zone_2,8.96,61.07,138.99,Wallet,2024-01-06,1,Ishaan Nair,25,Male,Bengaluru,2020-09-23,146,28,4.92,6371,0.91,58.4,Residential
T01127,R0133,Zone_3,13.25,93.39,167.01,UPI,2024-05-19,1,Diya Kumar,25,Female,Delhi,2019-07-13,155,11,4.4,12971,2.11,38.0,Business
T01128,R0071,Zone_2,9.0,58.88,98.07,UPI,2023-06-28,1,Vivaan Nair,35,Male,Ahmedabad,2021-01-09,67,4,3.82,6371,0.91,58.4,Residential
T01129,R0146,Zone_2,17.19,127.78,178.73,Credit Card,2024-01-05,0,Kavya Gupta,30,Male,Surat,2020-04-15,80,11,3.89,6371,0.91,58.4,Residential
T01130,R0262,Zone_8,3.29,17.71,79.68,Cash,2024-04-23,1,Meera Singh,30,Male,Ahmedabad,2019-04-21,6,0,3.35,4516,1.93,31.0,Business
T01131,R0044,Zone_7,11.05,86.86,214.61,Credit Card,2024-03-09,0,Arjun Gupta,36,Female,Hyderabad,2020-08-01,271,5,3.21,11070,0.64,45.2,Industrial
T01132,R0225,Zone_1,3.5700000000000003,34.45,71.15,Cash,2024-06-24,1,Ishaan Sharma,39,Female,Delhi,2020-06-15,465,9,4.08,4921,2.43,30.9,Residential
T01133,R0020,Zone_5,7.37,52.98,176.44,Credit Card,2023-06-15,1,Diya Das,35,Female,Chennai,2019-09-17,274,21,4.03,2590,1.31,43.9,Business
T01134,R0104,Zone_2,11.71,87.2,262.76,UPI,2024-04-12,1,Diya Gupta,52,Male,Kolkata,2021-05-27,328,1,3.7,6371,0.91,58.4,Residential
T01135,R0246,Zone_5,11.13,92.96,251.81,Credit Card,2023-08-15,0,Vivaan Das,29,Other,Mumbai,2021-03-31,240,34,4.79,2590,1.31,43.9,Business
T01136,R0160,Zone_10,18.4,146.43,213.49,UPI,2023-09-15,0,Kavya Nair,30,Male,Surat,2021-06-16,438,7,4.42,2440,1.54,35.4,Industrial
T01137,R0209,Zone_3,6.24,35.59,52.27,Wallet,2024-07-17,1,Vivaan Sharma,31,Other,Surat,2020-06-11,109,20,3.77,12971,2.11,38.0,Business
T01138,R0137,Zone_7,14.43,122.32,159.75,UPI,2023-05-08,1,Arjun Gupta,27,Male,Bengaluru,2021-08-10,166,32,3.14,11070,0.64,45.2,Industrial
T01139,R0022,Zone_7,6.73,40.71,154.02,Credit Card,2023-03-22,1,Aarav Nair,43,Female,Kolkata,2020-09-14,220,1,3.32,11070,0.64,45.2,Industrial
T01140,R0164,Zone_4,4.5,44.65,99.91,Wallet,2024-06-15,0,Aadhya Ghosh,37,Other,Ahmedabad,2022-07-06,249,23,4.02,4038,2.46,48.2,Business
T01141,R0030,Zone_6,0.11,0.64,1.18,UPI,2024-08-05,1,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,14627,0.54,37.6,Mixed
T01142,R0178,Zone_1,8.81,51.87,89.49,UPI,2023-08-30,1,Saanvi Ghosh,27,Male,Delhi,2021-05-15,56,7,3.13,4921,2.43,30.9,Residential
T01143,R0103,Zone_5,5.39,47.46,121.44,Cash,2023-05-07,1,Ishaan Gupta,37,Other,Surat,2022-11-24,175,14,3.07,2590,1.31,43.9,Business
T01144,R0105,Zone_6,12.24,61.4,157.65,Cash,2023-07-01,1,Diya Das,31,Female,Jaipur,2020-09-28,346,9,3.69,14627,0.54,37.6,Mixed
T01145,R0250,Zone_2,5.36,44.08,84.12,Credit Card,2024-02-12,0,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,6371,0.91,58.4,Residential
T01146,R0271,Zone_3,5.62,40.07,81.25,Wallet,2024-04-03,1,Saanvi Iyer,22,Male,Bengaluru,2022-10-07,58,6,4.37,12971,2.11,38.0,Business
T01147,R0252,Zone_8,9.77,89.81,121.46,Credit Card,2024-05-06,1,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,4516,1.93,31.0,Business
T01148,R0181,Zone_5,16.61,84.85,292.75,Cash,2023-05-24,1,Arjun Patel,32,Male,Hyderabad,2019-01-09,349,32,3.75,2590,1.31,43.9,Business
T01149,R0016,Zone_10,2.56,13.49,39.28,Cash,2024-07-16,0,Aarav Iyer,28,Female,Delhi,2022-01-24,356,51,3.06,2440,1.54,35.4,Industrial
T01150,R0164,Zone_7,13.09,116.53,281.31,Wallet,2023-04-07,0,Aadhya Ghosh,37,Other,Ahmedabad,2022-07-06,249,23,4.02,11070,0.64,45.2,Industrial
T01151,R0018,Zone_7,12.37,100.7,283.95,UPI,2024-07-21,1,Aarav Reddy,49,Female,Delhi,2023-01-09,446,86,3.29,11070,0.64,45.2,Industrial
T01152,R0083,Zone_3,6.9,45.91,114.37,Cash,2024-01-12,0,Kavya Patel,45,Female,Mumbai,2021-12-31,475,39,4.4,12971,2.11,38.0,Business
T01153,R0226,Zone_3,11.38,88.26,165.7,Credit Card,2024-08-15,0,Aarav Iyer,20,Other,Surat,2021-07-30,266,2,3.25,12971,2.11,38.0,Business
T01154,R0183,Zone_3,6.58,47.62,54.52,Cash,2024-05-12,0,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,12971,2.11,38.0,Business
T01155,R0154,Zone_10,19.86,142.38,189.24,Credit Card,2023-12-11,0,Kavya Patel,18,Other,Kolkata,2019-03-25,466,79,4.68,2440,1.54,35.4,Industrial
T01156,R0234,Zone_1,7.44,68.85,171.29,Cash,2024-06-25,1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,4921,2.43,30.9,Residential
T01157,R0231,Zone_7,8.4,75.64,141.77,Cash,2024-07-17,1,Ishaan Nair,19,Other,Mumbai,2019-08-26,328,22,4.81,11070,0.64,45.2,Industrial
T01158,R0197,Zone_8,6.37,41.96,155.87,UPI,2023-10-07,0,Saanvi Das,29,Female,Bengaluru,2020-10-08,475,87,3.87,4516,1.93,31.0,Business
T01159,R0212,Zone_7,0.47000000000000003,4.04,4.82,Wallet,2023-06-10,0,Aadhya Iyer,36,Female,Ahmedabad,2023-09-11,73,12,3.22,11070,0.64,45.2,Industrial
T01160,R0094,Zone_3,6.68,65.51,134.89,Wallet,2023-03-17,0,Diya Iyer,41,Other,Delhi,2023-04-13,480,62,4.87,12971,2.11,38.0,Business
T01161,R0021,Zone_3,9.16,49.15,114.53,UPI,2024-08-06,0,Diya Ghosh,37,Female,Pune,2019-05-08,380,17,3.91,12971,2.11,38.0,Business
T01162,R0013,Zone_4,15.5,122.4,248.96,Cash,2024-02-05,0,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,4038,2.46,48.2,Business
T01163,R0052,Zone_5,10.46,55.26,108.33,Cash,2024-04-13,1,Reyansh Singh,23,Other,Hyderabad,2021-03-09,40,7,4.74,2590,1.31,43.9,Business
T01164,R0126,Zone_9,7.05,66.14,86.28,Credit Card,2023-12-15,1,Diya Reddy,29,Female,Surat,2022-09-25,411,20,3.65,11037,1.83,56.1,Mixed
T01165,R0032,Zone_3,8.3,67.39,175.63,UPI,2023-12-15,0,Kavya Reddy,18,Female,Mumbai,2023-09-20,213,24,4.0,12971,2.11,38.0,Business
T01166,R0142,Zone_1,9.64,71.93,131.44,Credit Card,2023-07-01,0,Meera Nair,33,Female,Kolkata,2021-03-04,78,5,3.48,4921,2.43,30.9,Residential
T01167,R0130,Zone_9,6.11,44.64,64.43,Cash,2024-01-06,0,Diya Ghosh,27,Female,Pune,2019-02-16,316,62,3.62,11037,1.83,56.1,Mixed
T01168,R0063,Zone_4,11.41,106.3,220.99,Wallet,2024-05-20,0,Diya Iyer,34,Male,Surat,2023-04-21,329,33,4.83,4038,2.46,48.2,Business
T01169,R0241,Zone_5,16.13,160.35,197.92,Credit Card,2023-11-09,1,Kavya Gupta,34,Female,Chennai,2020-01-13,165,3,3.28,2590,1.31,43.9,Business
T01170,R0285,Zone_2,6.18,37.37,85.02,Cash,2023-03-17,1,Diya Iyer,29,Female,Chennai,2019-01-10,244,16,4.97,6371,0.91,58.4,Residential
T01171,R0239,Zone_6,14.04,139.0,244.43,Credit Card,2023-02-23,0,Diya Iyer,36,Male,Mumbai,2020-03-13,268,10,3.36,14627,0.54,37.6,Mixed
T01172,R0066,Zone_7,12.38,74.37,101.96,UPI,2024-04-14,1,Arjun Patel,38,Female,Bengaluru,2022-06-03,167,28,4.72,11070,0.64,45.2,Industrial
T01173,R0202,Zone_2,10.69,59.82,106.28,Cash,2023-01-04,0,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,6371,0.91,58.4,Residential
T01174,R0182,Zone_1,8.56,69.75,149.43,UPI,2024-07-27,1,Meera Patel,43,Male,Jaipur,2020-09-30,8,0,4.4,4921,2.43,30.9,Residential
T01175,R0122,Zone_10,9.69,65.12,237.59,Cash,2024-03-16,1,Ishaan Patel,27,Female,Kolkata,2022-11-22,324,17,4.98,2440,1.54,35.4,Industrial
T01176,R0250,Zone_3,6.91,41.03,166.82,Cash,2023-05-02,1,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,12971,2.11,38.0,Business
T01177,R0253,Zone_6,17.18,169.04,410.94,Wallet,2023-06-17,0,Ishaan Gupta,26,Male,Surat,2021-08-19,173,24,3.16,14627,0.54,37.6,Mixed
T01178,R0131,Zone_5,4.41,41.48,64.51,Credit Card,2023-05-07,0,Reyansh Ghosh,24,Male,Surat,2019-10-22,99,7,3.6,2590,1.31,43.9,Business
T01179,R0191,Zone_4,13.67,108.06,329.01,Credit Card,2023-05-07,1,Meera Gupta,33,Other,Surat,2020-08-14,87,6,4.56,4038,2.46,48.2,Business
T01180,R0044,Zone_3,15.75,82.66,363.04,UPI,2023-01-04,1,Arjun Gupta,36,Female,Hyderabad,2020-08-01,271,5,3.21,12971,2.11,38.0,Business
T01181,R0252,Zone_6,6.38,61.03,138.42,Cash,2023-03-03,1,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,14627,0.54,37.6,Mixed
T01182,R0072,Zone_8,13.83,122.5,281.82,Credit Card,2023-03-03,1,Saanvi Das,25,Other,Jaipur,2023-11-05,62,10,4.07,4516,1.93,31.0,Business
T01183,R0115,Zone_7,8.72,69.04,110.42,Cash,2023-08-07,0,Aarav Ghosh,40,Female,Bengaluru,2020-03-01,170,15,4.4,11070,0.64,45.2,Industrial
T01184,R0230,Zone_10,8.31,54.59,85.45,UPI,2023-01-02,0,Kavya Gupta,32,Male,Chennai,2022-11-22,183,23,3.65,2440,1.54,35.4,Industrial
T01185,R0177,Zone_9,7.63,69.09,99.76,Cash,2023-10-17,1,Ishaan Reddy,34,Other,Bengaluru,2023-02-15,489,63,4.48,11037,1.83,56.1,Mixed
